request_id,session_id,user_id,agent_id,department,created_at,category,use_case,classification_source,first_user_message,tools,tool_calls,agent_failed,agent_recovered_error,user_tokens_est,assistant_tokens_est,tool_tokens_est,total_tokens_est,estimated_minutes_saved,token_count_method,allocated_cost_rub,fte_savings_rub,net_benefit_rub,business_case_positive
sess_20260603_000012,sess_20260603_000012,usr_000015,agent_engineering_04,Маркетинг,2026-06-03T09:33:00Z,Помощь с кодом и техническими вопросами,Ревью Python-кода,source_label,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",code.analyze; confluence.search; git.get_diff; jira.search_issue,10,False,False,31,173,58475,58679,25.0,chars_div_4_estimate,54759.45,662.88,-54096.57,False
sess_20260525_000013,sess_20260525_000013,usr_000012,agent_sales_02,Проектный офис,2026-05-25T17:14:00Z,Планирование и календарь,Поиск общего слота,source_label,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,calendar.find_slots; calendar.get_events; contacts.lookup; rooms.search,10,False,False,34,165,55749,55948,10.0,chars_div_4_estimate,52210.87,265.15,-51945.72,False
sess_20260615_000014,sess_20260615_000014,usr_000001,agent_project_03,HR,2026-06-15T15:22:00Z,Планирование и календарь,Подготовка к завтрашним встречам,source_label,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",calendar.get_events; confluence.search; crm.get_company; gmail.search,10,False,False,30,170,60655,60855,10.0,chars_div_4_estimate,56790.1,265.15,-56524.95,False
sess_20260526_000015,sess_20260526_000015,usr_000023,agent_sales_02,Разработка,2026-05-26T10:08:00Z,Автоматизация рабочих процессов,Контроль писем без ответа,source_label,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",crm.search_deals; gmail.search; notifications.preview; workflow.get_rules,10,False,False,43,178,61145,61366,30.0,chars_div_4_estimate,57266.97,795.45,-56471.51,False
sess_20260523_000016,sess_20260523_000016,usr_000005,agent_workplace_01,Маркетинг,2026-05-23T15:17:00Z,Автоматизация рабочих процессов,Еженедельная рассылка продаж,source_label,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",crm.search_deals; excel.create; gmail.draft; workflow.get_rules,10,False,False,35,182,58401,58618,30.0,chars_div_4_estimate,54702.52,795.45,-53907.07,False
sess_20260621_000017,sess_20260621_000017,usr_000002,agent_project_03,HR,2026-06-21T10:35:00Z,Обучение и объяснение,Объяснение корпоративного процесса,source_label,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",confluence.get_page; confluence.search; jira.search_issue; sharepoint.search,10,False,False,38,177,60498,60713,12.0,chars_div_4_estimate,56657.58,318.18,-56339.4,False
sess_20260608_000018,sess_20260608_000018,usr_000008,agent_sales_02,HR,2026-06-08T14:38:00Z,Обучение и объяснение,Разбор SQL-ошибки,source_label,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",code.analyze; confluence.search; database.query; web.search,10,False,False,31,179,59483,59693,12.0,chars_div_4_estimate,55705.72,318.18,-55387.53,False
sess_20260621_000019,sess_20260621_000019,usr_000008,agent_engineering_04,Личное,2026-06-21T08:28:00Z,Общие вопросы и нерабочие запросы,Планирование отпуска,source_label,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",calculator; maps.search; travel.search; web.search,10,False,False,40,180,59087,59307,0.0,chars_div_4_estimate,55345.5,0.0,-55345.5,False
sess_20260727_000020,sess_20260727_000020,usr_000016,agent_workplace_01,Личное,2026-07-27T09:49:00Z,Общие вопросы и нерабочие запросы,Домашний рецепт,source_label,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",calculator; notes.search; recipe.search; web.search,10,False,False,28,168,60043,60239,0.0,chars_div_4_estimate,56215.25,0.0,-56215.25,False
sess_20260624_000021,sess_20260624_000021,usr_000022,agent_sales_02,Продажи,2026-06-24T08:10:00Z,Генерация текста и документов,Деловое письмо клиенту,source_label,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,confluence.search; crm.get_company; gmail.get_thread; gmail.search,10,False,False,35,171,58757,58963,20.0,chars_div_4_estimate,55024.48,530.3,-54494.17,False
sess_20260713_000022,sess_20260713_000022,usr_000017,agent_workplace_01,HR,2026-07-13T09:33:00Z,Генерация текста и документов,Черновик технического задания,source_label,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",confluence.search; drive.search; gmail.search; jira.search_issue,10,False,False,36,176,63824,64036,20.0,chars_div_4_estimate,59758.62,530.3,-59228.32,False
sess_20260525_000023,sess_20260525_000023,usr_000007,agent_workplace_01,Разработка,2026-05-25T14:29:00Z,Поиск и сбор информации,Исследование клиента,source_label,"Найди по компании клиента Орбита: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",crm.get_company; crm.search_deals; web.open; web.search,10,False,False,37,171,56878,57086,25.0,chars_div_4_estimate,53272.85,662.88,-52609.98,False
sess_20260503_000024,sess_20260503_000024,usr_000020,agent_workplace_01,Продажи,2026-05-03T09:05:00Z,Поиск и сбор информации,Поиск внутренних регламентов,source_label,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,confluence.get_page; confluence.search; drive.search; sharepoint.search,10,False,False,33,175,61545,61753,25.0,chars_div_4_estimate,57628.12,662.88,-56965.24,False
sess_20260529_000025,sess_20260529_000025,usr_000017,agent_project_03,Проектный офис,2026-05-29T11:23:00Z,Анализ данных и отчетность,Отчёт по выигранным тендерам,source_label,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",crm.get_company; crm.search_deals; database.query; excel.read,10,False,False,33,177,61410,61620,35.0,chars_div_4_estimate,57504.0,928.03,-56575.97,False
sess_20260602_000026,sess_20260602_000026,usr_000018,agent_engineering_04,Маркетинг,2026-06-02T08:00:00Z,Анализ данных и отчетность,Выгрузка CRM в Excel,source_label,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",crm.get_company; crm.search_deals; database.query; excel.create,10,False,False,35,171,56598,56804,35.0,chars_div_4_estimate,53009.69,928.03,-52081.66,False
sess_20260606_000027,sess_20260606_000027,usr_000024,agent_engineering_04,Проектный офис,2026-06-06T12:52:00Z,Работа с задачами и проектами,Разбор задач Jira,source_label,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",confluence.search; jira.get_comments; jira.get_issue; jira.search_issue,10,False,False,32,171,59677,59880,12.0,chars_div_4_estimate,55880.23,318.18,-55562.04,False
sess_20260606_000028,sess_20260606_000028,usr_000010,agent_sales_02,Маркетинг,2026-06-06T08:17:00Z,Работа с задачами и проектами,Мониторинг статусов проектов,source_label,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",isup.get_milestones; isup.get_project; isup.search_projects; jira.search_issue,10,False,False,32,176,60806,61014,12.0,chars_div_4_estimate,56938.48,318.18,-56620.3,False
sess_20260614_000029,sess_20260614_000029,usr_000015,agent_project_03,Маркетинг,2026-06-14T09:24:00Z,Управление коммуникациями,Разбор почты и ответ клиенту,source_label,"Прочитай цепочку с НордЛайн, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",calendar.get_events; crm.get_company; gmail.get_thread; gmail.search,10,False,False,34,178,60429,60641,15.0,chars_div_4_estimate,56590.39,397.73,-56192.67,False
sess_20260608_000030,sess_20260608_000030,usr_000005,agent_sales_02,Проектный офис,2026-06-08T12:15:00Z,Управление коммуникациями,Итоги встречи,source_label,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",calendar.get_event; contacts.lookup; meeting.transcript; slack.get_channel_history,10,False,False,29,177,59677,59883,15.0,chars_div_4_estimate,55883.02,397.73,-55485.3,False
sess_20260725_000031,sess_20260725_000031,usr_000023,agent_sales_02,Разработка,2026-07-25T16:32:00Z,Помощь с кодом и техническими вопросами,Разбор инцидента,source_label,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",docker.get_containers; git.get_commits; jira.search_issue; monitoring.get_metrics,10,False,False,37,175,61928,62140,25.0,chars_div_4_estimate,57989.26,662.88,-57326.39,False
sess_20260623_000032,sess_20260623_000032,usr_000023,agent_engineering_04,Финансы,2026-06-23T16:19:00Z,Помощь с кодом и техническими вопросами,Ревью Python-кода,source_label,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",code.analyze; confluence.search; git.get_diff; jira.search_issue,10,False,False,31,171,60925,61127,25.0,chars_div_4_estimate,57043.93,662.88,-56381.05,False
sess_20260614_000033,sess_20260614_000033,usr_000017,agent_workplace_01,Маркетинг,2026-06-14T09:47:00Z,Планирование и календарь,Поиск общего слота,source_label,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,calendar.find_slots; calendar.get_events; contacts.lookup; rooms.search,10,False,False,34,171,60849,61054,10.0,chars_div_4_estimate,56975.81,265.15,-56710.65,False
sess_20260506_000034,sess_20260506_000034,usr_000025,agent_engineering_04,Проектный офис,2026-05-06T09:25:00Z,Планирование и календарь,Подготовка к завтрашним встречам,source_label,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",calendar.get_events; confluence.search; crm.get_company; gmail.search,10,False,False,30,172,61494,61696,10.0,chars_div_4_estimate,57574.92,265.15,-57309.77,False
sess_20260613_000035,sess_20260613_000035,usr_000006,agent_sales_02,Продажи,2026-06-13T16:49:00Z,Автоматизация рабочих процессов,Контроль писем без ответа,source_label,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",crm.search_deals; gmail.search; notifications.preview; workflow.get_rules,10,False,False,43,174,59438,59655,30.0,chars_div_4_estimate,55670.25,795.45,-54874.8,False
sess_20260520_000036,sess_20260520_000036,usr_000012,agent_project_03,Маркетинг,2026-05-20T08:43:00Z,Автоматизация рабочих процессов,Еженедельная рассылка продаж,source_label,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",crm.search_deals; excel.create; gmail.draft; workflow.get_rules,10,False,False,35,176,59397,59608,30.0,chars_div_4_estimate,55626.39,795.45,-54830.94,False
sess_20260725_000037,sess_20260725_000037,usr_000008,agent_engineering_04,HR,2026-07-25T09:55:00Z,Обучение и объяснение,Объяснение корпоративного процесса,source_label,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",confluence.get_page; confluence.search; jira.search_issue; sharepoint.search,10,False,False,38,181,59462,59681,12.0,chars_div_4_estimate,55694.52,318.18,-55376.34,False
sess_20260520_000038,sess_20260520_000038,usr_000010,agent_workplace_01,HR,2026-05-20T15:42:00Z,Обучение и объяснение,Разбор SQL-ошибки,source_label,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",code.analyze; confluence.search; database.query; web.search,10,False,False,31,173,57857,58061,12.0,chars_div_4_estimate,54182.73,318.18,-53864.55,False
sess_20260529_000039,sess_20260529_000039,usr_000005,agent_workplace_01,Личное,2026-05-29T10:33:00Z,Общие вопросы и нерабочие запросы,Планирование отпуска,source_label,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",calculator; maps.search; travel.search; web.search,10,False,False,40,179,59878,60097,0.0,chars_div_4_estimate,56082.73,0.0,-56082.73,False
sess_20260707_000040,sess_20260707_000040,usr_000025,agent_sales_02,Личное,2026-07-07T17:37:00Z,Общие вопросы и нерабочие запросы,Домашний рецепт,source_label,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",calculator; notes.search; recipe.search; web.search,10,False,False,28,172,59822,60022,0.0,chars_div_4_estimate,56012.74,0.0,-56012.74,False
sess_20260530_000041,sess_20260530_000041,usr_000001,agent_workplace_01,Финансы,2026-05-30T08:28:00Z,Генерация текста и документов,Деловое письмо клиенту,source_label,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,confluence.search; crm.get_company; gmail.get_thread; gmail.search,10,False,False,35,173,60855,61063,20.0,chars_div_4_estimate,56984.2,530.3,-56453.9,False
sess_20260623_000042,sess_20260623_000042,usr_000013,agent_workplace_01,Разработка,2026-06-23T15:01:00Z,Генерация текста и документов,Черновик технического задания,source_label,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",confluence.search; drive.search; gmail.search; jira.search_issue,10,False,False,36,176,60322,60534,20.0,chars_div_4_estimate,56490.54,530.3,-55960.24,False
sess_20260703_000043,sess_20260703_000043,usr_000019,agent_project_03,HR,2026-07-03T15:00:00Z,Поиск и сбор информации,Исследование клиента,source_label,"Найди по компании клиента НордЛайн: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",crm.get_company; crm.search_deals; web.open; web.search,10,False,False,38,175,56237,56450,25.0,chars_div_4_estimate,52679.34,662.88,-52016.46,False
sess_20260507_000044,sess_20260507_000044,usr_000017,agent_project_03,Продажи,2026-05-07T13:48:00Z,Поиск и сбор информации,Поиск внутренних регламентов,source_label,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,confluence.get_page; confluence.search; drive.search; sharepoint.search,10,False,False,33,174,57627,57834,25.0,chars_div_4_estimate,53970.89,662.88,-53308.01,False
sess_20260518_000045,sess_20260518_000045,usr_000020,agent_workplace_01,Маркетинг,2026-05-18T17:34:00Z,Анализ данных и отчетность,Отчёт по выигранным тендерам,source_label,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",crm.get_company; crm.search_deals; database.query; excel.read,10,False,False,33,174,59924,60131,35.0,chars_div_4_estimate,56114.46,928.03,-55186.43,False
sess_20260612_000046,sess_20260612_000046,usr_000005,agent_engineering_04,Разработка,2026-06-12T12:06:00Z,Анализ данных и отчетность,Выгрузка CRM в Excel,source_label,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",crm.get_company; crm.search_deals; database.query; excel.create,10,False,False,35,169,58953,59157,35.0,chars_div_4_estimate,55205.52,928.03,-54277.49,False
sess_20260615_000047,sess_20260615_000047,usr_000021,agent_engineering_04,Проектный офис,2026-06-15T16:18:00Z,Работа с задачами и проектами,Разбор задач Jira,source_label,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",confluence.search; jira.get_comments; jira.get_issue; jira.search_issue,10,False,False,32,176,58736,58944,12.0,chars_div_4_estimate,55006.75,318.18,-54688.56,False
sess_20260605_000048,sess_20260605_000048,usr_000015,agent_workplace_01,HR,2026-06-05T09:00:00Z,Работа с задачами и проектами,Мониторинг статусов проектов,source_label,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",isup.get_milestones; isup.get_project; isup.search_projects; jira.search_issue,10,False,False,32,172,60170,60374,12.0,chars_div_4_estimate,56341.23,318.18,-56023.05,False
sess_20260713_000049,sess_20260713_000049,usr_000025,agent_project_03,Продажи,2026-07-13T11:47:00Z,Управление коммуникациями,Разбор почты и ответ клиенту,source_label,"Прочитай цепочку с Альтаир, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",calendar.get_events; crm.get_company; gmail.get_thread; gmail.search,10,False,False,34,168,61345,61547,15.0,chars_div_4_estimate,57435.88,397.73,-57038.15,False
sess_20260721_000050,sess_20260721_000050,usr_000017,agent_sales_02,HR,2026-07-21T17:07:00Z,Управление коммуникациями,Итоги встречи,source_label,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",calendar.get_event; contacts.lookup; meeting.transcript; slack.get_channel_history,10,False,False,29,178,59890,60097,15.0,chars_div_4_estimate,56082.73,397.73,-55685.0,False
sess_20260503_000051,sess_20260503_000051,usr_000021,agent_sales_02,Разработка,2026-05-03T17:55:00Z,Помощь с кодом и техническими вопросами,Разбор инцидента,source_label,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",docker.get_containers; git.get_commits; jira.search_issue; monitoring.get_metrics,10,False,False,37,168,63377,63582,25.0,chars_div_4_estimate,59334.94,662.88,-58672.07,False
sess_20260719_000052,sess_20260719_000052,usr_000001,agent_engineering_04,Продажи,2026-07-19T11:57:00Z,Помощь с кодом и техническими вопросами,Ревью Python-кода,source_label,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",code.analyze; confluence.search; git.get_diff; jira.search_issue,10,False,False,31,171,58839,59041,25.0,chars_div_4_estimate,55097.27,662.88,-54434.39,False
sess_20260522_000053,sess_20260522_000053,usr_000013,agent_engineering_04,Разработка,2026-05-22T16:29:00Z,Планирование и календарь,Поиск общего слота,source_label,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,calendar.find_slots; calendar.get_events; contacts.lookup; rooms.search,10,False,False,34,167,57855,58056,10.0,chars_div_4_estimate,54178.06,265.15,-53912.91,False
sess_20260514_000054,sess_20260514_000054,usr_000018,agent_workplace_01,Маркетинг,2026-05-14T17:01:00Z,Планирование и календарь,Подготовка к завтрашним встречам,source_label,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",calendar.get_events; confluence.search; crm.get_company; gmail.search,10,False,False,30,169,61822,62021,10.0,chars_div_4_estimate,57878.21,265.15,-57613.06,False
sess_20260528_000055,sess_20260528_000055,usr_000009,agent_project_03,Продажи,2026-05-28T17:52:00Z,Автоматизация рабочих процессов,Контроль писем без ответа,source_label,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",crm.search_deals; gmail.search; notifications.preview; workflow.get_rules,10,False,False,43,168,61836,62047,30.0,chars_div_4_estimate,57902.48,795.45,-57107.02,False
sess_20260706_000056,sess_20260706_000056,usr_000008,agent_sales_02,Продажи,2026-07-06T16:48:00Z,Автоматизация рабочих процессов,Еженедельная рассылка продаж,source_label,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",crm.search_deals; excel.create; gmail.draft; workflow.get_rules,10,False,False,35,177,60738,60950,30.0,chars_div_4_estimate,56878.75,795.45,-56083.3,False
sess_20260616_000057,sess_20260616_000057,usr_000025,agent_sales_02,Продажи,2026-06-16T09:36:00Z,Обучение и объяснение,Объяснение корпоративного процесса,source_label,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",confluence.get_page; confluence.search; jira.search_issue; sharepoint.search,10,False,False,38,176,60145,60359,12.0,chars_div_4_estimate,56327.23,318.18,-56009.05,False
sess_20260613_000058,sess_20260613_000058,usr_000011,agent_sales_02,Финансы,2026-06-13T08:32:00Z,Обучение и объяснение,Разбор SQL-ошибки,source_label,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",code.analyze; confluence.search; database.query; web.search,10,False,False,31,176,57798,58005,12.0,chars_div_4_estimate,54130.47,318.18,-53812.29,False
sess_20260508_000059,sess_20260508_000059,usr_000003,agent_project_03,Личное,2026-05-08T11:11:00Z,Общие вопросы и нерабочие запросы,Планирование отпуска,source_label,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",calculator; maps.search; travel.search; web.search,10,False,False,40,178,58592,58810,0.0,chars_div_4_estimate,54881.7,0.0,-54881.7,False
sess_20260505_000060,sess_20260505_000060,usr_000006,agent_sales_02,Личное,2026-05-05T09:19:00Z,Общие вопросы и нерабочие запросы,Домашний рецепт,source_label,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",calculator; notes.search; recipe.search; web.search,10,False,False,28,173,57802,58003,0.0,chars_div_4_estimate,54128.6,0.0,-54128.6,False
sess_20260614_000061,sess_20260614_000061,usr_000022,agent_project_03,Маркетинг,2026-06-14T16:58:00Z,Генерация текста и документов,Деловое письмо клиенту,source_label,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,confluence.search; crm.get_company; gmail.get_thread; gmail.search,10,False,False,35,175,57959,58169,20.0,chars_div_4_estimate,54283.51,530.3,-53753.21,False
sess_20260620_000062,sess_20260620_000062,usr_000023,agent_workplace_01,Проектный офис,2026-06-20T14:10:00Z,Генерация текста и документов,Черновик технического задания,source_label,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",confluence.search; drive.search; gmail.search; jira.search_issue,10,False,False,36,180,61912,62128,20.0,chars_div_4_estimate,57978.07,530.3,-57447.76,False
sess_20260626_000063,sess_20260626_000063,usr_000002,agent_sales_02,Разработка,2026-06-26T13:06:00Z,Поиск и сбор информации,Исследование клиента,source_label,"Найди по компании клиента Вектор Плюс: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",crm.get_company; crm.search_deals; web.open; web.search,10,False,False,38,168,57033,57239,25.0,chars_div_4_estimate,53415.63,662.88,-52752.76,False
